opt_level = O0
keep_batchnorm_fp32 = None <class 'NoneType'>
loss_scale = None <class 'NoneType'>

CUDNN VERSION: 7501

opt_level = O0
keep_batchnorm_fp32 = None <class 'NoneType'>
loss_scale = None <class 'NoneType'>

CUDNN VERSION: 7501

opt_level = O0
keep_batchnorm_fp32 = None <class 'NoneType'>
loss_scale = None <class 'NoneType'>

CUDNN VERSION: 7501

opt_level = O0
keep_batchnorm_fp32 = None <class 'NoneType'>
loss_scale = None <class 'NoneType'>

CUDNN VERSION: 7501

opt_level = O0
keep_batchnorm_fp32 = None <class 'NoneType'>
loss_scale = None <class 'NoneType'>

CUDNN VERSION: 7501

opt_level = O0
keep_batchnorm_fp32 = None <class 'NoneType'>
loss_scale = None <class 'NoneType'>

CUDNN VERSION: 7501

opt_level = O0
keep_batchnorm_fp32 = None <class 'NoneType'>
loss_scale = None <class 'NoneType'>

CUDNN VERSION: 7501

opt_level = O0
keep_batchnorm_fp32 = None <class 'NoneType'>
loss_scale = None <class 'NoneType'>

CUDNN VERSION: 7501

=> creating model 'resnet50'
=> creating model 'resnet50'
=> creating model 'resnet50'
=> creating model 'resnet50'
=> creating model 'resnet50'
=> creating model 'resnet50'
=> creating model 'resnet50'
=> creating model 'resnet50'
Epoch: [0][10/1251]	Time 1.748 (1.748)	Speed 585.873 (585.873)	Loss 7.1033210754 (7.1033)	Prec@1 0.293 (0.293)	Prec@5 0.781 (0.781)
Epoch: [0][20/1251]	Time 0.687 (1.217)	Speed 1491.224 (841.240)	Loss 7.0921416283 (7.0977)	Prec@1 0.000 (0.146)	Prec@5 0.391 (0.586)
Epoch: [0][30/1251]	Time 0.671 (1.035)	Speed 1526.631 (989.289)	Loss 7.0526895523 (7.0827)	Prec@1 0.293 (0.195)	Prec@5 0.488 (0.553)
Epoch: [0][40/1251]	Time 0.671 (0.944)	Speed 1525.761 (1084.631)	Loss 7.0814390182 (7.0824)	Prec@1 0.195 (0.195)	Prec@5 0.977 (0.659)
Epoch: [0][50/1251]	Time 0.672 (0.890)	Speed 1524.888 (1151.098)	Loss 7.0441851616 (7.0748)	Prec@1 0.195 (0.195)	Prec@5 0.586 (0.645)
Epoch: [0][60/1251]	Time 0.632 (0.847)	Speed 1620.812 (1209.519)	Loss 7.0509533882 (7.0708)	Prec@1 0.098 (0.179)	Prec@5 0.684 (0.651)
Epoch: [0][70/1251]	Time 0.643 (0.817)	Speed 1593.314 (1252.623)	Loss 7.0465006828 (7.0673)	Prec@1 0.195 (0.181)	Prec@5 0.586 (0.642)
Epoch: [0][80/1251]	Time 0.705 (0.803)	Speed 1451.974 (1274.496)	Loss 7.0350613594 (7.0633)	Prec@1 0.098 (0.171)	Prec@5 0.293 (0.598)
Epoch: [0][90/1251]	Time 0.654 (0.787)	Speed 1566.721 (1301.468)	Loss 7.0104355812 (7.0574)	Prec@1 0.000 (0.152)	Prec@5 0.488 (0.586)
Epoch: [0][100/1251]	Time 0.678 (0.776)	Speed 1510.277 (1319.714)	Loss 7.0023460388 (7.0519)	Prec@1 0.000 (0.137)	Prec@5 0.391 (0.566)
Epoch: [0][110/1251]	Time 0.683 (0.767)	Speed 1499.727 (1334.274)	Loss 6.9864168167 (7.0460)	Prec@1 0.098 (0.133)	Prec@5 0.977 (0.604)
